gameId,blueWins,blueKills,blueDeaths,blueTotalGold,blueGoldDiff
4525114135,0,6,4,16855,1265
4496624699,1,6,14,15786,-4443
4522663961,0,3,5,15143,-927
4522251387,1,9,5,17309,1425
4472377536,1,6,4,16416,1177
4466226469,1,2,7,15222,-1586
4473936532,0,5,10,15526,-2896
4524445302,1,12,9,17597,905
4459740551,0,9,17,16834,-3887
4463542711,1,12,6,19058,3413
4508629003,0,7,9,16806,-256
4475094281,1,7,10,16643,-1820
4513430767,1,6,4,16189,625
4508634893,0,2,6,14095,-3628
4522792360,0,5,5,16804,769
4507927084,0,8,8,17305,-576
4522505411,0,3,9,14539,-3900
4454104215,1,9,8,17530,-7
4516166112,1,10,7,18431,1683
4454239214,0,3,10,14032,-4782
4517801069,1,9,7,17869,636
4518738712,1,7,14,15974,-3421
4497571086,1,5,3,16108,976
4477243448,0,6,7,16302,-211
4386507847,1,7,5,16750,1221
4474136526,1,7,1,16506,2037
4523618632,1,6,3,16389,817
4507859079,1,4,4,15760,-137
4524740998,1,4,7,15176,-1539
4512162103,0,5,7,15196,-1707
4465066223,1,6,9,16250,-556
4523411488,1,9,7,16541,-146
4524017392,1,12,4,18657,4083
4513054107,1,5,5,16873,1389
4478629184,0,3,4,14383,-890
4395598976,0,4,9,14420,-2519
4524952056,0,4,15,14720,-4440
4453994009,1,7,6,17406,1140
4462358723,0,5,7,15210,-1656
4512811324,1,10,5,17272,2171
4438263187,1,12,4,19358,3841
4483907436,1,4,11,16855,-885
4521937261,0,3,8,15209,-2752
4515587675,1,13,9,19542,2081
4517493567,0,4,3,15267,453
4469549199,0,3,1,15243,830
4500100836,0,8,8,16214,94
4451727242,0,8,6,15976,-722
4462194525,0,6,7,16557,-1491
4481415061,0,6,14,16142,-3109
4519169394,0,7,11,17984,537
4449504375,1,13,5,20038,4079
4468503240,1,10,5,19571,4006
4495708706,0,3,10,14557,-3582
4505357300,1,6,6,16029,-355
4523723534,1,7,6,18053,3464
4479157446,1,9,5,18098,2217
4518376722,1,8,3,18343,3049
4521259209,1,5,6,15596,-305
4471123041,0,4,2,15812,1325
4524913184,1,6,6,15947,-53
4514301047,0,5,9,14997,-2865
4512184541,0,7,7,16463,-93
4517823800,0,6,7,16072,-420
4518835789,1,7,3,19140,5008
4510355472,0,4,6,14547,-2074
4512067346,1,5,4,15644,-3
4514106633,0,5,5,15734,-837
4522399054,1,5,5,16794,510
4519443312,0,6,11,15930,-3549
4523035934,1,6,6,16936,272
4429486916,1,9,5,17941,2187
4482052361,0,2,8,13698,-4907
4522798631,1,5,4,15943,63
4477176627,1,4,8,15891,-2132
4475170098,0,5,6,16216,-976
4432091797,0,3,5,14754,-1342
4495710198,1,8,2,16909,2304
4520931258,1,10,2,18858,4219
4424048842,0,6,7,15952,-2049
4512915759,0,1,5,13286,-4179
4476065129,0,6,6,16812,-66
4494781192,1,9,7,17906,510
4525224702,0,4,3,16408,2591
4475925954,0,4,12,15056,-3772
4516121686,0,6,6,17831,965
4420667626,0,1,5,13738,-3468
4489494110,1,14,3,20317,6153
4523340688,0,0,5,14091,-2216
4496344135,0,6,11,16036,-2308
4524697287,1,6,6,17052,1917
4523386766,0,4,7,16354,-1676
4518474732,1,10,5,18297,2709
4486453937,0,6,8,15748,-1304
4496397328,1,8,5,17886,1824
4520768462,0,11,8,17069,229
4518654959,1,4,4,16631,1507
4519058321,0,1,5,14766,-1787
4512960247,0,8,7,17113,815
4445314635,0,5,14,15120,-4767
4477030195,0,4,6,15339,-1861
4497887298,0,1,14,13438,-7655
4459403995,1,4,9,15582,-2058
4489079383,1,5,5,15441,-575
4516695912,0,4,2,16002,1765
4490435808,0,5,5,16009,540
4524895124,1,12,9,18106,862
4519469738,1,6,2,16501,2761
4523527200,0,3,8,15505,-1249
4453080532,1,5,5,16195,-75
4523303530,1,14,5,20294,5805
4495003373,0,5,7,15475,-810
4524303571,0,5,4,16243,1034
4490487724,1,3,7,15065,-2595
4515381064,1,1,2,14359,-334
4512271556,1,11,4,19377,3806
4452824789,0,2,7,14135,-2711
4481234929,1,8,4,17448,2551
4500668824,0,6,3,15958,66
4521663948,0,10,5,18287,2242
4525067275,0,2,5,15534,-893
4496503390,0,2,5,14935,-1208
4519912865,1,12,4,19331,4003
4447426572,1,8,6,17131,819
4493407357,1,9,3,17983,4009
4459426947,0,5,6,16842,-259
4519988685,0,9,6,17569,1728
4519844846,0,5,5,15882,474
4525070748,0,9,3,17049,1863
4465204267,0,1,7,13556,-3846
4517684472,0,1,3,14692,-2373
4517646191,1,8,7,17000,218
4459901632,1,6,4,17200,2208
4495413031,0,5,7,15409,-1440
4519612989,0,10,12,17283,-845
4406716520,0,5,9,15477,-2635
4525184804,1,6,1,16763,2817
4524569254,1,9,5,18434,2812
4431143877,0,1,6,13731,-3864
4446797537,1,5,6,17251,334
4524403652,1,7,6,17051,1909
4524260824,0,7,7,16346,-346
4440119391,1,14,4,21095,5802
4518199999,1,6,4,16434,1085
4520967143,0,4,11,15834,-2383
4498216490,1,8,9,16968,306
4493677959,0,5,7,15949,-1568
4523093613,1,5,7,16056,-1419
4437257190,1,10,6,18392,2263
4521897707,1,6,2,16415,1374
4467164835,1,14,4,19948,4301
4521542696,1,9,4,18189,3905
4495464440,1,3,8,14398,-2919
4452038425,1,6,0,17359,2923
4515821204,0,4,7,15817,-1059
4502922066,0,3,5,15861,-406
4384241438,1,7,3,16355,1143
4466040137,1,11,9,18333,736
4476661914,0,2,11,14562,-4816
4458282675,1,11,6,19677,3977
4507871318,1,11,7,18793,3026
4431970864,0,4,12,14276,-4262
4516600859,0,4,1,16808,2476
4499806829,0,3,9,15002,-3545
4472532304,0,4,9,14354,-4324
4444232401,1,5,6,15926,-496
4521519484,0,3,5,14742,-1620
4515353277,1,6,10,16481,-1334
4524248852,0,9,8,16307,-796
4521172111,1,6,2,16569,1398
4517776491,1,5,3,17322,3005
4519368335,0,3,8,14711,-3156
4523639973,1,3,5,16009,-473
4522111616,0,5,10,15102,-3397
4521188250,0,6,9,15499,-1937
4493154896,1,10,4,18456,3765
4512775669,0,5,2,15767,384
4505100164,1,11,5,18890,2708
4439464616,0,4,8,14901,-2427
4515793486,1,6,3,16785,1901
4505809782,1,10,5,18786,2480
4502875704,0,1,10,14727,-3581
4475734964,1,10,5,18009,2911
4482233269,0,1,4,14526,-1245
4511770317,0,8,6,16627,166
4524067975,0,1,6,13075,-6309
4474977192,0,5,11,16105,-2047
4467242137,0,3,4,14782,-1464
4521516098,1,5,3,15889,874
4475861894,0,2,5,15158,-627
4473365528,0,3,3,15073,-334
4520554639,0,7,8,17125,449
4519562141,0,6,9,16377,-780
4477654399,0,4,6,15888,-205
4524744736,0,2,3,14414,-1731
4437489184,0,10,9,18329,947
4516668528,0,6,7,16245,-713
4519159286,1,3,4,16120,1171
4519850833,0,5,7,15548,-459
4517486439,1,8,2,17432,2673
4524983213,1,9,7,16922,-251
4518971056,0,5,2,16142,534
4519735486,0,2,8,14630,-4005
4474578405,1,2,4,15131,-318
4495526731,0,8,5,17697,2682
4523588445,0,4,3,16116,2092
4496025643,1,10,7,18485,2300
4449279281,1,6,3,16980,2642
4524290588,1,5,4,17066,2833
4481379221,0,8,8,17202,-336
4497057886,0,1,8,14702,-5136
4457248839,1,13,7,18692,1872
4462529490,0,11,13,18549,-1048
4511728953,1,4,5,15859,-88
4455484063,1,4,9,16044,-1427
4492027887,1,8,11,15941,-2440
4500738441,0,5,9,15675,-1614
4472130589,1,4,7,15682,-1075
4509440283,1,7,8,15843,-1799
4522207567,1,12,3,18248,3296
4492532758,1,4,7,15333,-1942
4521901284,1,8,4,17496,2013
4524952365,1,12,8,19809,3574
4506175906,1,13,3,19329,6000
4462044332,0,5,9,15600,-3128
4490186049,1,4,4,16292,1229
4484406104,0,5,10,17677,1285
4525016329,0,5,10,15141,-3274
4500061522,0,5,8,14897,-1770
4519405060,1,8,3,17520,1892
4489107680,0,8,7,17164,525
4524853879,0,5,6,15999,-415
4519652445,1,2,6,14542,-1751
4479492497,1,14,6,20225,4453
4477014254,0,11,6,18203,1393
4474899637,1,6,5,16787,534
4448166002,0,2,11,14959,-3301
4518035441,1,4,7,15132,-2022
4524924561,0,3,6,16354,176
4519402514,0,2,5,14652,-458
4439902649,0,4,2,15331,676
4471437748,1,6,4,17002,2536
4452202569,1,7,11,16308,-1751
4519983082,1,7,10,16282,-1516
4514792667,0,3,7,14110,-2566
4524404606,0,4,8,15426,-2023
4517159658,0,5,6,15983,-276
4490111763,1,7,4,16801,1574
4511615760,1,6,3,17141,2378
4460035354,0,4,9,15122,-3223
4524340253,0,5,5,16878,808
4494288234,1,8,2,18274,3803
4503193235,0,2,8,14176,-3360
4487544482,1,6,2,17549,2397
4522841712,0,5,8,16049,-883
4492447049,0,1,4,14017,-2638
4515497599,1,14,3,20139,5035
4515307399,0,5,8,16659,-1003
4520027205,0,5,8,15975,-1963
4525124678,0,6,7,16728,-1071
4506399392,1,6,5,16693,897
4520037654,1,5,2,15925,1946
4513253618,0,8,8,16763,-219
4523092782,1,6,4,16852,1588
4510100587,0,2,6,14950,-1889
4522265559,1,2,4,14863,-720
4502459201,0,3,12,15853,-2388
4449297701,0,3,13,13428,-5668
4524992548,1,7,8,17570,527
4524182340,1,6,4,16561,1496
4522266897,0,8,14,15070,-4245
4468741090,0,10,5,19190,3386
4519229802,0,3,8,14269,-3145
4464483348,0,1,5,14916,-1325
4501451685,1,5,8,16256,-1623
4523922035,1,3,3,15231,1076
4481186047,1,7,10,16070,-1156
4486987445,0,3,3,15416,450
4509259241,1,7,5,19036,4363
4513456428,1,11,6,18214,2262
4507030336,0,6,9,17430,-367
4520529866,1,6,3,16590,1214
4525050175,1,4,1,15508,1728
4519754998,1,6,5,16789,959
4439457123,1,5,5,16298,924
4524643428,1,12,2,19320,4544
4521007618,0,4,11,14926,-4847
4508648866,1,9,3,17496,1849
4481875944,1,7,11,15177,-3891
4481977173,0,6,9,17025,-1314
4524221277,1,9,5,18203,2718
4491767708,0,3,8,15160,-2174
4513381950,1,4,1,15304,1093
4520706889,1,11,10,17503,-215
4510979839,1,7,6,16468,635
4497747862,1,10,10,19035,120
4499933829,1,10,9,18413,194
4444218395,1,9,2,18470,3581
4524806566,0,6,13,16291,-3622
4462632051,1,6,6,16301,-303
4522260081,0,9,8,17183,-1295
4455390955,0,1,5,13361,-3006
4517939505,1,2,1,14807,1090
4524528416,1,4,3,15195,324
4525067296,1,3,7,14788,-2025
4454069388,0,7,8,16604,-416
4503433498,0,4,4,15661,62
4510734919,0,5,7,16259,-67
4464447310,1,11,4,19716,5163
4429977573,1,11,5,18612,2728
4522461341,0,3,9,14711,-3559
4517741452,1,6,4,16886,184
4500724758,0,4,7,14980,-2040
4494319705,1,6,1,16544,2151
4444096628,0,10,12,16174,-2452
4521510642,1,7,4,18047,3255
4412240530,1,9,3,17484,1128
4420941972,1,6,5,17826,1909
4514097912,1,10,6,18673,3397
4491135325,0,8,12,17540,-3563
4488824515,0,7,9,16808,-361
4515453856,1,4,3,15227,-513
4420829528,1,11,4,19392,4872
4503381304,0,6,7,17194,985
4515654011,1,4,8,15672,-1599
4492894390,1,11,4,18565,1719
4472568378,0,1,6,13921,-2641
4471422338,0,3,9,14521,-2846
4525151632,0,3,10,15049,-3891
4519414547,1,13,4,20127,6202
4440874432,1,3,2,17194,2330
4471153063,0,9,7,19122,3089
4522449120,1,7,6,16359,540
4501354453,1,5,4,17027,508
4465050280,0,10,7,17665,625
4509589971,1,8,5,17209,2481
4505606908,1,10,5,19187,2796
4517684494,1,9,4,17482,2089
4516180818,1,5,6,16035,-608
4524074861,0,7,9,16070,-1923
4524837884,0,5,5,15617,-951
4467397510,1,6,4,16130,1428
4498316560,0,8,5,17172,1131
4494819577,0,4,7,15475,-1972
4454214561,0,7,9,16248,-2242
4508718134,1,6,3,16745,2287
4518971206,0,7,4,16472,1367
4519649032,1,8,4,18133,2580
4487076086,0,11,7,17068,786
4520419730,1,5,6,16635,152
4510885108,1,8,4,17950,2802
4500739258,0,3,4,14494,-1610
4524783374,1,14,10,18595,1543
4465119134,1,15,11,19767,1915
4515577349,1,4,3,14970,-595
4465188797,0,6,7,15891,-1190
4523720024,1,5,1,16472,1820
4512168503,0,4,7,15210,-2630
4441802146,1,8,8,16096,-1327
4525106974,1,8,4,16870,1417
4519124601,0,4,4,15842,71
4469638547,1,5,4,15297,17
4520617571,0,8,7,16412,151
4520513993,1,10,3,19013,4817
4446190086,0,4,9,14842,-3400
4479055235,0,6,8,16684,-944
4525053035,0,4,8,15235,-2839
4460529664,1,11,8,18159,818
4489494920,0,2,9,13916,-6286
4524863981,0,4,11,15107,-3799
4508452416,1,8,2,18597,4428
4518173580,1,9,1,18640,4388
4497643645,0,4,8,15483,-3045
4496490767,0,2,4,15242,-1497
4521137660,0,3,4,14945,-1696
4522864178,1,8,7,17197,733
4418117776,1,9,10,17292,-606
4487261308,0,3,5,14822,-2420
4472053682,0,3,8,15027,-2037
4523322393,1,4,4,15502,631
4450801674,0,7,7,16931,-1570
4518527027,1,7,7,16787,-471
4515771570,1,3,4,15022,-1211
4503520980,1,7,2,17365,2740
4525008225,1,6,4,17658,1947
4522447446,1,10,3,19549,4712
4500531155,0,5,4,16516,1115
4524832772,1,4,5,15177,-833
4521575223,1,11,7,18520,564
4502356627,0,10,10,18600,-589
4502093881,1,9,4,18439,3020
4469976070,1,7,6,15632,-1339
4515929996,0,10,4,17161,1487
4522286152,1,5,3,15263,579
4524966850,1,9,6,16396,975
4491591979,1,10,6,17592,1417
4519588489,1,6,4,17802,2768
4520999253,1,13,6,20047,3897
4521050901,0,2,9,13795,-4631
4516768081,0,4,5,15714,-46
4517685313,0,2,7,16418,-258
4502501913,1,9,3,18012,2845
4518047197,0,3,10,14558,-3177
4511912141,1,8,4,17779,2988
4489550843,1,6,3,16931,2443
4524701312,1,6,5,16555,-11
4490153462,1,5,6,16891,286
4502297992,0,6,7,16940,90
4491389277,1,7,6,17242,403
4522856174,1,8,1,17734,3135
4491480186,0,10,8,17982,372
4518344857,1,6,8,16162,-1636
4515426111,1,12,1,18574,5586
4511966451,0,2,5,15123,-2105
4519227071,1,6,8,16075,-1374
4493419240,0,3,8,14443,-2166
4479961520,1,5,4,16656,930
4524526472,0,5,8,15938,-950
4464951728,1,1,2,14116,-2421
4482394402,1,8,9,17054,-891
4518002897,1,4,5,15306,-211
4477006616,1,4,5,16193,-405
4440191249,1,10,7,18126,2361
4500995168,1,8,9,17592,-134
4522793625,1,7,4,16282,2062
4474892602,1,6,3,17167,2089
4493006116,0,7,16,15679,-5377
4524222412,1,7,7,16045,-282
4496972766,0,6,7,16564,-443
4520803035,0,2,8,14376,-3122
4488885595,0,2,5,14128,-2425
4487026164,1,3,5,14584,-813
4473156248,1,9,8,18457,1378
4518151873,0,7,7,18282,1542
4454844515,0,7,11,17130,-1553
4524019093,1,8,0,17759,4250
4517744758,1,8,3,17194,2772
4472664560,1,6,6,16527,-484
4506715219,1,7,4,17915,1110
4525069847,0,5,4,17610,1467
4452361884,1,12,10,19453,1095
4440050075,1,7,1,18772,5169
4510518816,0,1,3,14626,-1547
4496656923,1,13,3,20387,5680
4522525839,0,6,6,17256,823
4511649703,1,6,1,16601,1799
4451402051,0,1,3,14672,-757
4467311315,1,8,6,17001,91
4515311611,0,8,11,18213,-1538
4524615195,1,10,8,19862,2228
4521321168,0,9,1,18179,4869
4491850412,1,4,2,15796,640
4481745211,1,6,9,15377,-1871
4472572307,0,5,7,14874,-2189
4522459455,0,7,9,17780,474
4513892324,0,7,12,16804,-1072
4522503290,0,7,13,17372,-2817
4502582060,1,4,3,15162,-243
4522240488,0,3,3,14742,-1517
4448069997,0,0,6,13078,-3205
4519920024,0,2,5,13886,-2820
4524264644,1,7,3,16632,1722
4520641910,1,6,2,17215,1978
4505843833,1,11,9,17528,171
4503939692,0,5,3,16555,659
4521916214,1,6,11,15246,-2974
4506788897,0,3,9,14033,-3078
4521424727,0,7,6,16778,1153
4494894166,1,11,5,18960,3878
4518445145,1,5,1,17065,2717
4511985259,1,9,7,18283,3038
4470447299,0,4,7,15190,-1903
4447747806,1,9,5,18192,3518
4492269154,1,7,7,17329,216
4463540440,0,5,8,16422,-509
4445986200,0,9,6,17385,978
4492063220,1,11,3,16663,1884
4519728493,1,10,4,17902,2224
4507920169,0,8,11,17398,-1079
4517895985,0,5,7,15532,-1768
4469859843,0,6,6,15412,-886
4494766750,1,9,3,17718,3017
4518283013,0,8,8,17055,-431
4523501423,0,6,12,16020,-2618
4498439649,0,6,6,16254,-740
4521204334,1,12,5,19201,3982
4517631475,0,5,10,15994,-2028
4524260253,1,10,4,20352,5649
4516376461,0,0,9,12756,-4949
4511656001,1,8,3,18661,4867
4504690323,0,2,6,15488,-978
4454879809,0,8,4,17547,2425
4524899991,1,12,6,19189,3815
4519607934,1,7,5,16749,976
4497723883,1,5,4,16214,862
4447721358,0,4,3,15500,-403
4480073298,0,2,6,14735,-2204
4524542194,1,9,9,17489,-219
4486943775,1,16,5,20380,5330
4470773670,1,9,4,18048,3414
4470307479,0,5,4,15843,792
4508403894,1,4,7,16810,-146
4497280145,0,5,5,15204,-1578
4484119748,1,5,6,16006,-769
4494270392,1,6,3,16746,1860
4480070649,1,10,3,17648,3525
4514071420,1,12,8,18047,679
4522475191,0,1,5,13976,-2555
4521984962,0,11,6,17264,765
4461992783,0,6,8,16767,-1221
4498150653,1,10,6,19488,4492
4523433938,0,3,4,15875,186
4492342077,1,8,7,17717,1227
4520836773,1,5,7,16864,-70
4473304091,0,3,4,14788,-1605
4513103663,0,4,9,14743,-3465
4469401946,0,11,10,17949,-431
4525167024,1,8,7,17737,1083
4523683062,0,5,6,15307,-1259
4522023642,0,4,12,13973,-6801
4454611264,1,7,10,18089,1158
4498185770,1,7,3,17224,2053
4491503560,1,11,7,17649,604
4520873803,1,3,7,16886,75
4525231930,0,2,4,14584,-542
4525226675,1,9,7,17331,1099
4510119055,1,8,4,17763,2183
4522566957,1,4,4,16814,791
4509204216,0,3,8,14500,-3614
4429821639,0,11,2,17435,1220
4458702644,0,4,5,14682,-1827
4474395162,0,8,5,16752,583
4472343262,0,3,2,15649,-334
4484797457,0,6,11,16124,-2494
4469192486,1,18,13,21132,2658
4476350140,1,9,9,17569,-116
4500418922,1,9,8,17097,-197
4516602474,0,7,5,16906,760
4515880497,1,5,4,16632,1224
4482285408,0,2,11,13449,-6076
4509340231,0,8,11,16712,-2339
4525224342,1,3,1,16372,2590
4450611631,0,9,5,17384,2175
4519180415,0,6,7,17075,1188
4458860802,0,11,7,18860,1651
4456272410,0,5,3,15381,-187
4524703970,0,2,9,13545,-4868
4449048397,0,0,5,13256,-4149
4492525886,0,3,6,14423,-2602
4465850018,1,7,8,17551,-1018
4502001730,1,11,6,19537,2718
4468533756,1,17,5,20218,4899
4521433925,1,5,5,15191,-1344
4475994865,1,11,3,18802,3781
4514073335,1,7,3,17116,3328
4524501776,1,11,6,18230,2114
4523553248,0,6,7,15829,-464
4520842765,1,4,2,14729,-17
4519727542,1,8,7,17793,1300
4521344335,1,7,0,17525,3884
4450770211,0,8,9,17579,475
4498636614,1,7,4,18227,2689
4497665020,0,4,6,14898,-1367
4464521946,0,4,8,15769,-2999
4523877309,0,12,12,19272,-967
4471300267,0,7,4,17788,1969
4513704975,0,3,11,14738,-4199
4524643923,1,5,6,16113,-105
4517829998,0,9,5,18967,3652
4413023613,0,2,3,15416,-83
4499920365,0,9,5,18096,2526
4506295504,0,3,6,14411,-1864
4523734569,1,4,3,15668,787
4512964599,0,7,7,16288,-1222
4508119465,0,11,11,18575,-204
4456002030,0,6,5,17379,1759
4518231271,0,3,8,15222,-1650
4516926779,1,5,5,16191,290
4506972533,0,2,5,14930,-3418
4460890614,0,7,4,17062,1922
4519568140,0,4,8,14763,-3584
4497751825,0,7,10,15351,-2827
4521417680,0,11,7,17625,817
4510713012,1,3,3,15933,75
4509854436,0,11,14,18229,-1502
4500976861,1,2,7,15356,-1706
4522637791,1,7,9,17005,274
4495935822,1,7,5,16747,1058
4518693297,0,6,7,16060,-1776
4496300604,0,5,9,14998,-2698
4522794083,0,6,7,16182,-95
4520699104,0,8,8,17065,519
4510367501,0,3,4,15544,-873
4505447619,1,4,9,16541,-1514
4471698975,1,6,5,15112,-973
4434486038,0,8,11,17550,-1499
4498511846,1,8,2,18323,4011
4524081937,1,6,1,18553,4957
4445293450,0,4,4,15252,-615
4513310043,1,7,8,16863,783
4500568578,0,1,4,13925,-3617
4524214463,1,7,5,16828,912
4505836757,0,4,9,15391,-2746
4475217801,1,5,2,16350,1290
4488970376,1,6,6,17159,-71
4524090743,0,4,8,15484,-2528
4523042890,1,5,6,17024,901
4517636777,1,10,6,18680,2013
4476445956,0,4,11,14657,-3113
4490257266,0,6,9,15550,-1467
4524954038,0,6,12,15861,-3197
4515523477,1,2,4,15202,-31
4452314277,0,4,7,15214,-802
4523108166,0,8,8,16171,-1642
4520687269,0,9,4,18184,2989
4524971748,1,5,3,16751,2197
4523428789,0,6,1,16973,2983
4521032277,1,7,7,17239,1167
4492093382,0,2,11,14660,-3941
4520567149,0,9,8,17429,720
4455316787,1,8,3,18513,4098
4524702479,1,5,2,16225,2430
4516718833,0,5,5,16267,206
4476068972,0,3,4,15478,-1003
4468615107,0,7,3,16335,600
4525109552,1,4,5,14826,-1596
4482138912,1,9,7,19092,2035
4523702225,0,10,7,17619,1273
4524183803,1,9,8,16872,-1232
4524856340,1,8,5,17265,1726
4487632164,1,11,7,19308,2036
4506468475,1,7,8,16535,-1123
4513861752,0,6,8,16606,-1325
4424200095,0,9,9,17168,-25
4518551407,0,4,4,14839,-1089
4499657757,1,7,6,17812,1745
4498640810,0,3,5,14827,-1838
4523696498,1,4,6,15578,-1018
4519675150,0,7,3,16628,-105
4522797583,0,3,4,14609,-2141
4492936245,0,1,7,13325,-3573
4482256172,1,3,7,15277,-2105
4525023717,0,6,5,16287,25
4511080723,0,1,14,12747,-6435
4477916243,0,9,9,17687,-609
4489899716,1,8,4,17187,1546
4516181057,0,3,12,14015,-4929
4506113045,1,6,6,16291,164
4525159735,1,4,2,16289,1025
4470997235,1,8,5,17234,1474
4470087448,0,3,8,14663,-2454
4465542010,1,5,5,16278,269
4519070159,1,14,17,19025,-524
4524509004,1,3,5,15366,-1364
4488138739,0,0,5,14526,-2320
4494341320,1,4,2,16547,1268
4525085237,1,2,5,14936,-1543
4522863300,0,5,11,15594,-2997
4436047173,0,9,6,17416,-367
4506779668,0,4,7,15722,-3309
4524617778,0,3,2,16091,1188
4472611324,0,6,3,15048,-1138
4457404294,1,17,10,23335,6790
4492916042,1,8,3,18272,3723
4481561513,0,5,5,16270,748
4492740165,1,8,7,17298,326
4508812859,1,4,2,17230,1449
4481763565,0,10,9,17098,-635
4524656242,0,8,6,17380,1060
4520625705,0,6,9,16829,-489
4446002931,0,3,5,14538,-2335
4445858545,1,4,7,15159,-2496
4479142877,0,5,8,14874,-2695
4523771457,0,9,6,17721,1160
4469758473,1,9,3,20273,4982
4500666491,1,13,6,20103,4688
4442547798,1,7,5,16491,1774
4497467264,1,8,3,17640,2768
4523849056,1,5,4,15518,-686
4448360530,0,7,5,17381,1418
4519032722,0,3,3,15127,-5
4513335453,0,3,5,13794,-4000
4489679008,1,3,4,15139,-243
4496154110,0,3,5,15929,-709
4524013226,1,2,5,14974,-726
4524662465,1,11,4,19695,3936
4518466773,1,4,4,15154,-277
4503636843,0,4,8,14766,-2769
4515642015,0,9,4,17341,1513
4524429870,1,4,5,15464,-736
4450237694,1,8,9,18529,1334
4523092582,1,9,4,18149,3036
4509907014,0,3,2,15840,1811
4517834263,1,8,6,17915,1451
4420577274,0,5,5,16242,-598
4496483924,1,10,6,18498,1446
4491903202,0,10,9,19120,1618
4521293628,1,10,11,17948,93
4519886887,0,6,5,16517,1183
4494464754,0,3,7,13452,-3453
4519903603,0,5,10,15687,-1655
4506004524,0,5,11,14763,-4462
4494780528,0,7,6,16417,557
4524049652,1,9,4,18168,2527
